story_id,title,tokens,relations,cause_relations,precondition_relations,composition,max_distance,length_bucket,complexity_bucket,distance_bucket,graph_structure
f375a7f501c93778d643421ede0412b6,2010 Times Square car bombing attempt,275,24,0,24,precondition_only,12,151-300,21-30,11+,branching+chain+convergence
11a50aaeb4748bb6a2459e864e270539,1981 Canada Cup,174,5,1,4,mixed,0,151-300,3-5,0-2,convergence
81163f822f0bd6ca0cf02160f9e69bb2,Wisconsin Sikh temple shooting,118,3,1,2,mixed,6,<=150,3-5,6-10,branching
2764ff8ce925b866d4f226b918958f53,Loud Tour,122,5,0,5,precondition_only,6,<=150,3-5,6-10,branching+chain+convergence
61992fe191dafb2fb7f57a50dadca59e,Pre-Images and Words Shows,311,9,0,9,precondition_only,4,301-500,6-10,3-5,branching+chain+convergence
94616a31337a2dfda02267c247e675c1,Siege of Brussels,275,7,1,6,mixed,6,151-300,6-10,6-10,chain
27bf6e83c94b2951b810d6397761012c,2015 Greek football scandal,128,3,1,2,mixed,1,<=150,3-5,0-2,convergence
556e0f955818e5328f4f58439cc355cb,2015 Gothenburg pub shooting,166,5,2,3,mixed,3,151-300,3-5,3-5,convergence
3e075715fc2e47b9e6f35bf46b1a51cb,Manx2 Flight 7100,134,21,3,18,mixed,4,<=150,21-30,3-5,branching+chain+convergence
1eb4f749ee921183801ca536f7d32f31,Hurricane Neki,127,11,0,11,precondition_only,6,<=150,11-20,6-10,branching
4004f46c82047ca0869c4ae0a12e3b71,Ituri conflict,336,4,2,2,mixed,17,301-500,3-5,11+,branching
d8ee54a983c83e58298691adfbab570a,Mozambican Civil War,317,9,3,6,mixed,8,301-500,6-10,6-10,branching
f18a10b3032ba76d97b57f8c4ebd2c7c,Nagorno-Karabakh War,426,8,2,6,mixed,10,301-500,6-10,6-10,convergence
076a72afcd040c68b9979899e7788c31,2012 Summer Olympics closing ceremony,353,14,0,14,precondition_only,9,301-500,11-20,6-10,branching
8e55868841e9cb66e31b678f250163df,2018 Winter Paralympics,152,6,0,6,precondition_only,4,151-300,6-10,3-5,branching+chain+convergence
ea08ef5255fd9a3f6ac0e3b4c6ea7dd4,1848 Grand National,175,3,0,3,precondition_only,7,151-300,3-5,6-10,branching
57d23a29aa97e22d0b24672c024e952e,Provisional Irish Republican Army campaign,360,6,1,5,mixed,4,301-500,6-10,3-5,branching+chain+convergence
ae4d8bc76253aae0f1944b94efb6c342,Turkish–Armenian War,194,29,0,29,precondition_only,4,151-300,21-30,3-5,branching+chain+convergence
e5ccadc5741e2a6f95ebd53e03699781,Operation Retribution (1941),365,9,5,4,mixed,5,301-500,6-10,3-5,branching+chain+convergence
1c3141c9f03d895107f2c505348c60ff,London Naval Conference,125,3,0,3,precondition_only,1,<=150,3-5,0-2,simple
9e144ed20e3e2a5c8585e5252164e28b,Swimming at the 2012 Summer Olympics,327,7,0,7,precondition_only,9,301-500,6-10,6-10,branching+chain+convergence
a0bd5eaf3ca13aca141ef2a2fca0ee48,Siege of Inabayama Castle,369,5,2,3,mixed,4,301-500,3-5,3-5,convergence
af46523cc55ad48cd58ac715c3ff1df3,Indian campaign of Alexander the Great,323,20,6,14,mixed,1,301-500,11-20,0-2,branching+chain+convergence
602c39ef998918a7ad161836cf67bf37,2006 Bangkok bombings,452,6,2,4,mixed,2,301-500,6-10,0-2,branching
1e47b2edf8c1d1df5fe0fd6cee333796,Hurricane Fran,275,29,12,17,mixed,14,151-300,21-30,11+,branching+chain+convergence
0e411e7d3cf4fd3052b5217a80f8cb71,Siege of Hijiyama,274,8,0,8,precondition_only,0,151-300,6-10,0-2,branching
09b7565072e75b7e2d8eb7195e744c97,Democratic development in Hong Kong,266,6,1,5,mixed,2,151-300,6-10,0-2,simple
6ba8332181f6d051f9acee21fd395ce5,Cyclone Gillian,292,14,8,6,mixed,13,151-300,11-20,11+,branching+convergence
a016d022dabb4416b4d0e78fec675a22,2015 ICC Europe Division One,139,5,1,4,mixed,6,<=150,3-5,6-10,branching+convergence
883acf66743f739cd7648a70bb0d8953,First Messenian War,117,14,0,14,precondition_only,8,<=150,11-20,6-10,branching+chain+convergence
8156fa4a9ae86034560770839ecba712,Battle of the Counts,344,4,0,4,precondition_only,0,301-500,3-5,0-2,branching+chain+convergence
f5c2cdbb1be243b4404747e1f776d754,California Gold Rush,470,6,0,6,precondition_only,1,301-500,6-10,0-2,branching
3195f2fee4dff88b7aea22aef36f01c9,2011 Chișinău explosion,119,7,4,3,mixed,6,<=150,6-10,6-10,branching+chain+convergence
ae652539d0a54367e9a5967ae94a622a,2006–07 Southeast Asian floods,208,11,11,0,cause_only,10,151-300,11-20,6-10,branching+chain+convergence
ed7a1764eac79a788f41e690a5f00b01,First conflict in the Goryeo–Khitan War,165,23,5,18,mixed,3,151-300,21-30,3-5,branching+chain+convergence
3b9d372e11a44703b6cc755f046a5706,2009 Fort Hood shooting,333,27,3,24,mixed,9,301-500,21-30,6-10,branching+chain+convergence
39b93f070d226a4fb8c83198ec8812c5,Cyclone Erica,313,18,7,11,mixed,17,301-500,11-20,11+,branching
341de1be484525d456d07a40edd9ac29,2014 A-League Grand Final,121,5,2,3,mixed,3,<=150,3-5,3-5,branching+convergence
a6225825ba52eb4769968e7f08e82429,2010 United States Census,118,3,0,3,precondition_only,1,<=150,3-5,0-2,branching
affab3972f38ad6ebaebf8d05b741723,USS Constitution vs HMS Guerriere,120,6,0,6,precondition_only,1,<=150,6-10,0-2,convergence
17a49186b8bb0acaf7550a3053305b7e,History of Derby County F.C. (1967–present),225,9,0,9,precondition_only,0,151-300,6-10,0-2,branching+chain+convergence
ac005d4374d4759b1503a2377ac2ae26,Suez Crisis,329,21,0,21,precondition_only,15,301-500,21-30,11+,branching+chain+convergence
7fc1368c38ec731bc28471e7cd8df1f1,Ethiopian Civil War,287,6,0,6,precondition_only,0,151-300,6-10,0-2,simple
b54ecae6f87cb98211fc7a0ddcda4d48,Itamar attack,292,14,0,14,precondition_only,12,151-300,11-20,11+,branching+chain+convergence
76436e04bad0c29db2cf54c5b70c3ddb,Assassination of Benazir Bhutto,226,17,4,13,mixed,2,151-300,11-20,0-2,branching+chain+convergence
fb73f541f235cadf067e1db3b69cd854,Finnish Civil War,405,4,0,4,precondition_only,14,301-500,3-5,11+,branching
1698bd89acb6b1dbe884bc7c1aed3e1f,São Paulo Fashion Week,138,28,1,27,mixed,2,<=150,21-30,0-2,branching+chain+convergence
e3e63ceb035917c925ca8ce3c4dbeec3,Operation Sandstone,212,3,0,3,precondition_only,5,151-300,3-5,3-5,convergence
d37d9c7b48c599b0694270d804ed4d8a,Bannock War,151,6,3,3,mixed,3,151-300,6-10,3-5,branching
9c7e4de6c3ef2ff216b39407d6295d53,Dhamara Ghat train accident,116,21,6,15,mixed,5,<=150,21-30,3-5,branching+convergence
9893c9e8a649d252e71e441e6cb13677,Bharat Rang Mahotsav,155,14,0,14,precondition_only,4,151-300,11-20,3-5,branching+chain+convergence
c36c48507f21434f5a46b60973bff0f8,Philippine Airlines Flight 434,176,4,0,4,precondition_only,4,151-300,3-5,3-5,branching+chain+convergence
78a43f25d4545eb40e4fa7947909dcf2,Battle of Rhode Island,204,26,1,25,mixed,2,151-300,21-30,0-2,branching+chain+convergence
56800d237f3717472e1189cdc38bc1bc,Musique-Cordiale,265,9,0,9,precondition_only,3,151-300,6-10,3-5,branching+convergence
25e86d72834e6c79ea4823e1b2c5eba4,Iranian Embassy siege,384,26,0,26,precondition_only,3,301-500,21-30,3-5,branching+chain+convergence
c89b64573a477f38ad7b2cd3405cc734,Anglo-Powhatan Wars,106,3,1,2,mixed,0,<=150,3-5,0-2,convergence
5f03e224118df82e6bbe389a148c47ad,Bersih 3.0 rally,302,5,0,5,precondition_only,4,301-500,3-5,3-5,simple
62fb1ad84456af706faee500f5ffb53d,Second Battle of Passchendaele,344,6,0,6,precondition_only,11,301-500,6-10,11+,branching
5eea0b9864acdbf4a7de02f58fd02d48,Battle of Saigon (1955),141,6,2,4,mixed,5,<=150,6-10,3-5,branching
2c876cd0785d7e90dd1c0420da2ebd0c,Indian Ocean raid (1944),118,3,1,2,mixed,1,<=150,3-5,0-2,simple
8982bb29cb796dfa3a73d598f0b89ab2,Samoan Clipper,136,6,2,4,mixed,5,<=150,6-10,3-5,branching+chain+convergence
e6d8238a82cde37697289bc6aa6ffb1c,Eyes Open Tour,268,8,0,8,precondition_only,14,151-300,6-10,11+,convergence
eb724b2d3f906f8dd7aabc218adba5dd,History of Xinjiang,330,5,0,5,precondition_only,13,301-500,3-5,11+,branching+chain+convergence
45142c7d9a5fcfa34ff1774a86a8802d,London Craft Week,148,10,0,10,precondition_only,5,<=150,6-10,3-5,branching
7aca898cfb086e56b01422efa84cfe1e,2013 Annaberg shooting,128,6,0,6,precondition_only,0,<=150,6-10,0-2,simple
d6918ae383129958fad2a7ccf3d46137,2014 New York City Marathon,232,4,1,3,mixed,8,151-300,3-5,6-10,branching+chain+convergence
42e6f5201f0e27afa6e9697d57476f0f,1935 Royal Canadian Mounted Police Killings,148,5,5,0,cause_only,3,<=150,3-5,3-5,branching+convergence
4ed1e62e81a47a1ef5cd1fca20d11576,Monbar Hotel attack,203,5,1,4,mixed,6,151-300,3-5,6-10,branching+convergence
44c02ed4a156baa905526335b692f080,The Resistance Tour,199,6,0,6,precondition_only,8,151-300,6-10,6-10,branching
899ecbbc6e776b2a9c92a9bfc2a99646,2010 Champions League Twenty20,142,7,1,6,mixed,2,<=150,6-10,0-2,branching+chain+convergence
8b6f9687ca9040610c022a8d3e7857ce,Detroit International Jazz Festival,138,3,0,3,precondition_only,0,<=150,3-5,0-2,convergence
4a4b68d5e2d3c1bdc50d3e6b9d9a9c43,Operation Condor,351,6,0,6,precondition_only,12,301-500,6-10,11+,branching
948aa3ace6b340c7a628cf2eb8c43304,Acid Tests,212,12,0,12,precondition_only,9,151-300,11-20,6-10,branching+convergence
323e1509fbe3c0432b82398abfa37d73,Pontiac's War,181,8,4,4,mixed,4,151-300,6-10,3-5,branching+convergence
94420484f969132c8870c6a31dba9f12,Black Saturday (Lebanon),131,6,1,5,mixed,6,<=150,6-10,6-10,branching+convergence
87c42ff8afac5e881155722ee5271d29,Hurricane Cindy (1959),323,6,1,5,mixed,1,301-500,6-10,0-2,branching
f742b80172af7d845cb707f3993f1763,2009 Lahore bombing,114,7,4,3,mixed,6,<=150,6-10,6-10,branching
fe3e1a3931620798221b3383d4f92496,Mayhem Festival,104,4,0,4,precondition_only,4,<=150,3-5,3-5,branching+convergence
f041c06604c8172b696bd61881a8bdeb,Wounded Knee Massacre,375,6,1,5,mixed,13,301-500,6-10,11+,branching
1fbbc860f470f960fc3847f3c1cb5c33,Collingwood Manor Massacre,103,5,1,4,mixed,1,<=150,3-5,0-2,branching+chain+convergence
a28c1ecbe56d814e0f03b1ffd2c5e293,Atlantic U-boat campaign of World War I,205,3,1,2,mixed,3,151-300,3-5,3-5,branching
c55163fc8bb71879a3f1b5e5278da56e,Welcome to the Universe Tour,166,17,0,17,precondition_only,7,151-300,11-20,6-10,branching+chain+convergence
306976fc7f9e501b5b98523bc47dc531,The Great American Bash (2008),198,4,0,4,precondition_only,7,151-300,3-5,6-10,simple
89cc680bfa50564610770718b82d0bd0,Escape from the Studio Tour (Korn),231,6,0,6,precondition_only,7,151-300,6-10,6-10,branching+convergence
5a21011e90ccb43a70336b7f6dac3016,2014–15 Sheffield Shield season,206,5,2,3,mixed,1,151-300,3-5,0-2,branching
9504620369a08ee550b11399ebaf9e3e,2011–12 Regional Four Day Competition,167,5,2,3,mixed,2,151-300,3-5,0-2,branching+convergence
b466db7c4888aad4758bfdb1676607bb,1940 Nova Scotia hurricane,339,27,15,12,mixed,15,301-500,21-30,11+,branching+chain+convergence
aaa47ef5520c0594f138f09765a9609e,Lahore church bombings,128,6,2,4,mixed,4,<=150,6-10,3-5,branching+convergence
16f09cf42681bd128ae0f96364164a74,Teebane bombing,124,7,2,5,mixed,5,<=150,6-10,3-5,branching
b2b96148c9abc90dcc1c9d62778c8ff7,1961 Commonwealth Prime Ministers' Conference,403,14,0,14,precondition_only,1,301-500,11-20,0-2,branching+convergence
341864fecc6121e1ab4d5c1138ed7e66,1948 Los Gatos DC-3 crash,124,13,2,11,mixed,5,<=150,11-20,3-5,branching+chain+convergence
080535e551eae281cfdaa95d6fcb2e47,2009 Grand National,148,6,0,6,precondition_only,3,<=150,6-10,3-5,branching+convergence
7d168fcc8bc535807d8e696ce769f0b9,Case White,182,7,1,6,mixed,2,151-300,6-10,0-2,branching+chain+convergence
